restaurant_id,yelp_id,name,rating,review_count,quality_score,price,price_level,price_was_missing,phone,has_phone,categories,main_category,category_count,transactions,has_delivery,has_pickup,has_reservation,latitude,longitude,address,city,state,zip_code,country
36,BvbTEtC1XGQ_QTJB5MQP8w,Moshi Moshi,4.0,650,4.04,$$,2,False,(844) 466-6744,True,"Sushi Bars, Ramen, Izakaya",Sushi Bars,3,"delivery, pickup",True,True,False,25.76106479853152,-80.2003642,"1700 SW 3rd Ave, Miami, FL 33129",Miami,FL,33129,US
37,LPVv4wk9gwGlIEdfZJRaHQ,Jrk!,4.5,130,4.42,$$,2,False,(305) 290-4684,True,Caribbean,Caribbean,1,Sin dato,False,False,False,25.775205782261285,-80.19496699999999,"95 NW 1st St, Miami, FL 33128",Miami,FL,33128,US
38,V3btCvWa1flTBYt2YKea_g,Bombay Darbar,4.5,1715,4.49,$$,2,False,(305) 444-7272,True,Indian,Indian,1,"delivery, pickup",True,True,False,25.72935,-80.240789,"2901 Florida Ave, Miami, FL 33133",Miami,FL,33133,US
39,0EVWp_KyFdWC9VxJ7Sku1Q,COTE Miami,4.5,1013,4.48,$$$$,4,False,(305) 434-4668,True,"Korean, Steakhouses",Korean,2,Sin dato,False,False,False,25.812905772091284,-80.19149139999999,"3900 NE 2nd Ave, Miami Design District, Miami, FL 33137",Miami,FL,33137,US
40,bphcfZUfxkGUV4l87BCIDg,Cove Restaurant,3.1,16,4.14,$$,2,True,(305) 262-1000,True,"Hotels, Restaurants",Hotels,2,Sin dato,False,False,False,25.78190324847401,-80.2784943,"5101 Blue Lagoon Dr, Miami, FL 33126",Miami,FL,33126,US
41,CbEQK2S7axhORTDX0id5FQ,La Carreta Restaurant,3.8,747,3.86,$$,2,False,(305) 869-3003,True,Cuban,Cuban,1,Sin dato,False,False,False,25.794802728315297,-80.2791273791667,"2100 NW 42nd Ave, Concourse D-37, Concourse D-37, Miami, FL 33125",Miami,FL,33125,US
42,NtBdy9oTCc_wqGXionh2IA,Namaste Miami,4.5,224,4.44,$$,2,False,(786) 534-2161,True,Indian,Indian,1,"delivery, pickup",True,True,False,25.754562,-80.259166,"221 Navarre Ave Coral Gables, Miami, FL 33134",Miami,FL,33134,US
43,VowIZqzv0qfy-qElp0mu8A,La Terraza,4.8,4,4.32,$$,2,True,(786) 578-2220,True,"Venues & Event Spaces, Cuban, Music Venues",Venues & Event Spaces,3,Sin dato,False,False,False,25.76544454342344,-80.21913947504257,"1440 SW 8th St, Miami, FL 33135",Miami,FL,33135,US
44,Obt7Njta79-1CNtNwhNXiw,Bunbury,4.6,975,4.57,$$$,3,False,(305) 333-6929,True,"Argentine, Steakhouses, Cocktail Bars",Argentine,3,"delivery, pickup, restaurant_reservation",True,True,True,25.788458,-80.193363,"55 NE 14th St, Miami, FL 33132",Miami,FL,33132,US
45,QAPNSxiFhcNSdmjM0dD8Tw,Lung Yai Thai Tapas,4.0,1812,4.02,$$,2,False,(786) 334-6262,True,"Tapas/Small Plates, Thai",Tapas/Small Plates,2,"delivery, pickup",True,True,False,25.76595,-80.22329,"1731 SW 8th St, Miami, FL 33135",Miami,FL,33135,US
46,Dzk_O70dBXoKcIQQeaOqyw,Amor di Pasta,4.3,422,4.3,$$,2,False,(786) 615-2019,True,Italian,Italian,1,"delivery, pickup",True,True,False,25.776908,-80.288655,"536 NW 57th Ave, Miami, FL 33126",Miami,FL,33126,US
47,Q9Xq-w4DhTeGA_csODsMCA,Loretta & The Butcher,4.4,332,4.38,$$,2,False,(786) 618-9982,True,"Argentine, Breakfast & Brunch, Butcher",Argentine,3,"delivery, pickup",True,True,False,25.727754,-80.24458,"3195 Commodore Plz, Miami, FL 33133",Miami,FL,33133,US
48,iilZWFBmVXh0b9DkYzbERQ,Koko,4.3,328,4.3,$$,2,True,Sin dato,False,"Bars, Mexican",Bars,2,Sin dato,False,False,False,25.73015,-80.23905,"2856 Tigertail Ave, Miami, FL 33133",Miami,FL,33133,US
49,fV6YXmRerkHKARygmuaM6A,Mofongo,4.1,729,4.12,$$,2,False,(786) 542-1645,True,Puerto Rican,Puerto Rican,1,"delivery, pickup",True,True,False,25.765540310028335,-80.22201134856796,"1672 SW 8th St, Miami, FL 33135",Miami,FL,33135,US
50,qU4KOnvEyuDKTcRCgofKWw,AVA MediterrAegean Coconut Grove,3.9,80,4.13,$$,2,True,(786) 540-2889,True,"Mediterranean, Greek",Mediterranean,2,Sin dato,False,False,False,25.7269438,-80.24058330000001,"2889 Mcfarlane Rd, Miami, FL 33133",Miami,FL,33133,US
51,9h9nMMvnINJWMt7TjJtePw,The Taco Stand,4.5,1727,4.49,$$,2,False,(786) 580-4948,True,Mexican,Mexican,1,"delivery, pickup",True,True,False,25.800782252405774,-80.20131579640305,"313 NW 25th St, Miami, FL 33127",Miami,FL,33127,US
52,IkTb-zHxAGNqeEvyTaln4g,Certo Italian Restaurant,4.7,427,4.63,$$,2,False,(305) 456-3200,True,"Italian, Pizza, Venues & Event Spaces",Italian,3,"delivery, pickup",True,True,False,25.75976,-80.28801,"1200 SW 57th Ave, Miami, FL 33144",Miami,FL,33144,US
53,79IaCcuoIGLQ-5jDMWjJLA,Dumplings Mi Amor,4.6,136,4.48,$$,2,True,Sin dato,False,"Dim Sum, Pan Asian",Dim Sum,2,Sin dato,False,False,False,25.773030138967897,-80.1901220238637,"119 SE 2nd Ave, Miami, FL 33131",Miami,FL,33131,US
54,RgL7D8-10fJk6aAPz9a0tg,Yamashiro Miami,4.2,71,4.26,$$,2,True,(786) 412-2791,True,"Asian Fusion, Sushi Bars, Japanese",Asian Fusion,3,Sin dato,False,False,False,25.78023492307733,-80.19107837435791,"159 NE 6th St, Fl 9, Miami, FL 33132",Miami,FL,33132,US
55,osJg1bKN96xGg9rIUsjLGA,Amal,4.1,380,4.14,$$$,3,False,(786) 369-0846,True,"Lebanese, Mediterranean, Arabic",Lebanese,3,Sin dato,False,False,False,25.72668,-80.24414,"3480 Main Hwy, Miami, FL 33133",Miami,FL,33133,US
56,wjTfEfdtzFZEbX6t7vC9JQ,Casa Juan Restaurant,3.9,297,4.0,$$,2,False,(305) 265-7595,True,"Latin American, Cuban",Latin American,2,"delivery, pickup",True,True,False,25.7781036,-80.2896741,"5755 NW 7th St, Miami, FL 33126",Miami,FL,33126,US
57,yE9omO1xk19uk9kzmgW9Ew,Motek Coral Gables,4.3,463,4.3,$$,2,True,(305) 396-8547,True,"Middle Eastern, Mediterranean, Sandwiches",Middle Eastern,3,"delivery, pickup",True,True,False,25.75006090457327,-80.2558081319749,"45 Miracle Mile, Miami, FL 33134",Miami,FL,33134,US
58,HwP03dX0nrAfhE8xLuMDyw,Cane Fire Grille,3.3,49,3.98,$$$,3,False,(305) 539-9925,True,"Latin American, Lounges, Caribbean",Latin American,3,delivery,True,False,False,25.783896,-80.2625051,"1201 NW Le Jeune Rd, Bldg A, Miami, FL 33126",Miami,FL,33126,US
59,4YdRkZ1PB6P_FJMu73fsXQ,Casa Xabi,4.3,77,4.3,$$,2,True,(786) 641-5102,True,"Basque, Bars",Basque,2,Sin dato,False,False,False,25.727513461409316,-80.24442009571662,"3145 Commodore Plz, Miami, FL 33133",Miami,FL,33133,US
60,OwF4aaSHwwhLRYmx270qoQ,Tacos El Carnal,4.1,334,4.15,$,1,False,(786) 203-4406,True,Tacos,Tacos,1,"delivery, pickup",True,True,False,25.76231,-80.29583,"6888 W Flagler St, Miami, FL 33144",Miami,FL,33144,US
61,rlPuSzNrVqjxuYAVh1zDPQ,Diced,4.4,595,4.39,$$,2,False,(786) 773-2190,True,"Fast Food, Salad, Juice Bars & Smoothies",Fast Food,3,"delivery, pickup",True,True,False,25.748811,-80.30386,"2342 SW 67th Ave, Miami, FL 33155",Miami,FL,33155,US
62,jnRWB2qPhiIi5jP_-6C1Jw,Red Rooster Overtown,4.1,1067,4.12,$$$,3,False,(305) 640-9880,True,"Cocktail Bars, New American, Desserts",Cocktail Bars,3,"delivery, pickup",True,True,False,25.783113432567287,-80.19815214505836,"920 NW 2nd Ave, Miami, FL 33136",Miami,FL,33136,US
63,Jjifi324EdbrMWSW2-ZcKQ,Homa Persian Cuisine,4.8,41,4.45,$$,2,True,(305) 252-2222,True,Persian/Iranian,Persian/Iranian,1,"delivery, pickup",True,True,False,25.746275,-80.221992,"2490 SW 17th Ave, Miami, FL 33145",Miami,FL,33145,US
64,1Blff5gcTYTbsNPA16m8nw,The Bistro,4.7,3,4.32,$$,2,True,(305) 858-2500,True,New American,New American,1,Sin dato,False,False,False,25.731428,-80.235954,"2649 S Bayshore Dr, Miami, FL 33133",Miami,FL,33133,US
65,pUg9rFqeiSIWcWUqri_47w,Sixty Vines,4.6,204,4.5,$$,2,True,(786) 607-7846,True,"New American, Breakfast & Brunch, Wine Bars",New American,3,Sin dato,False,False,False,25.781526,-80.191181,"150 NE 8th St., Ste 135, Miami, FL 33132",Miami,FL,33132,US
66,a8ilqHTLFJmFvFMzn_AbRA,La Bodeguita Espanola,4.0,11,4.28,$,1,False,(786) 899-0262,True,"Grocery, Tapas/Small Plates, Beer, Wine & Spirits",Grocery,4,Sin dato,False,False,False,25.75400676056545,-80.28787136685327,"1892 S Red Rd, Miami, FL 33155",Miami,FL,33155,US
67,vjtP6T-uOuF3ZVL88tKhYA,SOI Thai Street Food,4.8,50,4.47,$$,2,True,(786) 238-7813,True,Thai,Thai,1,"delivery, pickup",True,True,False,25.7685036,-80.3593149,"10016 W Flagler St, Miami, FL 33174",Miami,FL,33174,US
68,0FRl-hghB50Gw3CQnasq2Q,Braga Portuguese Restaurant,4.8,80,4.53,$$,2,True,(305) 392-0959,True,Portuguese,Portuguese,1,delivery,True,False,False,25.751148301114853,-80.21853935054354,"1401 SW 22nd St, Miami, FL 33145",Miami,FL,33145,US
69,yoqNKeW5kj9flZoI211v5w,Pinolandia,4.0,384,4.06,$,1,False,(305) 325-8663,True,"Latin American, Nicaraguan",Latin American,2,"delivery, pickup",True,True,False,25.77476,-80.2144299,"119 NW 12th Ave, Miami, FL 33128",Miami,FL,33128,US
70,XVHNF6zXA1IV052G7x48vA,Eating House,4.2,264,4.23,$$$,3,False,(786) 580-3745,True,"Beer, Wine & Spirits, American, Italian",Beer,4,Sin dato,False,False,False,25.751223156534692,-80.2574288326405,"128 Giralda Ave, Miami, FL 33134",Miami,FL,33134,US
71,vpMIsdom05-oOBeF6ajESg,Uchi Miami,4.7,701,4.65,$$$,3,False,(305) 995-0915,True,Japanese,Japanese,1,Sin dato,False,False,False,25.800591299540915,-80.20051500855185,"252 NW 25th St, Miami, FL 33127",Miami,FL,33127,US
72,nTsEr_CQqsA8zwLV4kT5nA,Cafe La Trova,4.4,1295,4.39,$$$,3,False,(786) 615-4379,True,"Cocktail Bars, Cuban, Venues & Event Spaces",Cocktail Bars,3,"delivery, pickup",True,True,False,25.7662659,-80.21063,"971 SW 8th St, Miami, FL 33130",Miami,FL,33130,US
73,hZ66PVSH6Miscv2n8KxAEg,Greenstreet Cafe,4.2,2681,4.2,$$,2,False,(305) 444-0244,True,"Breakfast & Brunch, American, Cocktail Bars",Breakfast & Brunch,3,delivery,True,False,False,25.72676,-80.24405,"3468 Main Hwy, Miami, FL 33133",Miami,FL,33133,US
74,SsIMtruy7PQXZZQx3Fs0vA,Cafe Versailles,3.9,417,3.98,$,1,False,(305) 441-2500,True,"Cuban, Cafes",Cuban,2,Sin dato,False,False,False,25.76507444085303,-80.25282474353001,"3555 SW 8th St, Miami, FL 33135",Miami,FL,33135,US
75,MxtjG2Oln03fQPbCkYPt5g,La Patagonia Argentina,4.2,434,4.22,$$,2,False,(305) 443-1668,True,"Latin American, Argentine",Latin American,2,delivery,True,False,False,25.778542,-80.274011,"4802 NW 7th St, Miami, FL 33126",Miami,FL,33126,US
76,zVCp5OmpE5Y_itQTALgBtg,Drinking Pig BBQ,4.2,56,4.27,$$,2,True,(786) 534-4244,True,Barbeque,Barbeque,1,Sin dato,False,False,False,25.727325,-80.24344,"3444 Main Hwy, Ste 16, Miami, FL 33133",Miami,FL,33133,US
77,krKmADOKM1KjVm4F0rL8lQ,Ghee Indian Kitchen,4.3,916,4.3,$$$,3,False,(305) 968-1850,True,Indian,Indian,1,delivery,True,False,False,25.68708,-80.3127675,"8965 SW 72nd Pl, Miami, FL 33156",Miami,FL,33156,US
78,t2wmQb6fCHXEXylvQ_b3lw,Carnicero Steakhouse,4.1,194,4.17,$$$,3,False,(786) 362-5600,True,Steakhouses,Steakhouses,1,Sin dato,False,False,False,25.7719163,-80.2575827,"3805 W Flagler St, Miami, FL 33134",Miami,FL,33134,US
79,4mmMeIIVKFwH6Zdm9Awbpw,Belly Fish,4.3,104,4.3,$$,2,False,(786) 550-6267,True,"Sushi Bars, Japanese, Seafood",Sushi Bars,3,Sin dato,False,False,False,25.73394497090103,-80.25557414688785,"3060 SW 37th Ave, Ste 104, Miami, FL 33133",Miami,FL,33133,US
80,xvXGIah0QVNj2uCF7xd2EA,Mint Beirut,4.7,85,4.49,$$,2,True,(305) 443-8664,True,"Mediterranean, Lebanese",Mediterranean,2,"delivery, pickup",True,True,False,25.771816,-80.264648,"4249 W Flagler St, Miami, FL 33126",Miami,FL,33126,US
81,AVhrvhjtFsvAtIxkIZClHA,Hereford Grill,4.1,153,4.18,$$$,3,False,(305) 974-7455,True,Steakhouses,Steakhouses,1,delivery,True,False,False,25.77914672946559,-80.265466883811,"782 NW 42nd Ave, Miami, FL 33126",Miami,FL,33126,US
82,zsJoDVfWfiA8pYMey2Ix2Q,The B100M,4.9,27,4.43,$$,2,True,(786) 542-5868,True,Food Court,Food Court,1,Sin dato,False,False,False,25.775815496512102,-80.18824559228811,"100 Biscayne Blvd, Ste 104, Miami, FL 33132",Miami,FL,33132,US
83,HWiC4uOCcQTjSiu_KAi1zw,Mangrove,4.6,103,4.46,$$,2,True,(305) 614-2736,True,"Caribbean, Cocktail Bars, Lounges",Caribbean,3,Sin dato,False,False,False,25.774113658037223,-80.19557929999999,"103 NW 1st Ave, Miami, FL 33128",Miami,FL,33128,US
84,15vmqRJwdFcGAx7g_EHvFg,Taqueria Los Potrillos,4.4,177,4.37,$$,2,False,(305) 456-2002,True,Mexican,Mexican,1,delivery,True,False,False,25.7790887849913,-80.2607780322433,"3937 NW 7th St, Miami, FL 33126",Miami,FL,33126,US
85,XAoeEKu6DvERPbEZu73m8g,Tavolo,5.0,2,4.32,$$,2,True,(305) 264-4888,True,"Modern European, Breakfast & Brunch, Sandwiches",Modern European,3,delivery,True,False,False,25.781137092176387,-80.29193862944774,"5800 Waterford District Dr, Miami, FL 33126",Miami,FL,33126,US
86,d881dT_RC64MOjXgH3fVuA,Latin Cafe 2000,3.6,649,3.69,$$,2,False,(305) 642-4700,True,"Latin American, Cuban",Latin American,2,"delivery, pickup",True,True,False,25.78029,-80.26372,"875 NW 42nd Ave, Miami, FL 33126",Miami,FL,33126,US
87,9PEF_qX-3FU4iMmKgk98eA,Taqueria Viva México,4.4,537,4.39,$,1,False,(786) 360-2214,True,Mexican,Mexican,1,"delivery, pickup",True,True,False,25.765025,-80.237216,"2516 SW 8th St, Miami, FL 33135",Miami,FL,33135,US
88,qcJR_IqnKz3AJituEd8i1Q,Sweet Dogs,4.7,759,4.65,$,1,False,(305) 448-4900,True,"Hot Dogs, American, Popcorn Shops",Hot Dogs,3,pickup,False,True,False,25.7644024,-80.27262868926077,"4749 SW 8th St, Miami, FL 33134",Miami,FL,33134,US
89,6LbVL8LOVJGpytjzi4OkNw,Atchana's Homegrown Thai,4.4,391,4.38,$$,2,False,(305) 774-0404,True,Thai,Thai,1,"delivery, pickup",True,True,False,25.7278220860767,-80.2451561763883,"3194 Commodore Plz, Miami, FL 33133",Miami,FL,33133,US
90,Bs2wZRwOxbiMfS_HYHLc3w,Ossobuco Miami- Steak house,4.6,149,4.48,$$$,3,True,(305) 339-1166,True,"Steakhouses, Modern European, Seafood",Steakhouses,3,Sin dato,False,False,False,25.802079562436138,-80.19629606283328,"62 NW 27th St, Miami, FL 33127",Miami,FL,33127,US
91,7nCH2ojnZh7qAfB0QPb2-w,Slab Daddy Barbecue,4.4,51,4.34,$$,2,True,(305) 982-7415,True,Barbeque,Barbeque,1,Sin dato,False,False,False,25.795484204546028,-80.2088363,"795 NW 20th St, Miami, FL 33127",Miami,FL,33127,US
92,IGRrxE67NkYm3GnegZ3YWQ,Catch Of The Day,3.6,737,3.68,$$,2,False,(305) 446-4500,True,"Seafood, Live/Raw Food, Sports Bars",Seafood,3,delivery,True,False,False,25.78224,-80.26442,"1050 NW 42nd Ave, Miami, FL 33126",Miami,FL,33126,US
93,07EtzVkziCory7__msq7oQ,Chug's Diner,3.9,644,3.95,$$,2,False,(786) 353-2940,True,"Cuban, Diners, Caribbean",Cuban,3,delivery,True,False,False,25.727446967129996,-80.24317518063626,"3444 Main Hwy, Ste 21, Miami, FL 33133",Miami,FL,33133,US
94,M9QsnSNGdOzBqpGE0lcCaA,Krüs Kitchen,4.3,95,4.3,$$,2,True,(786) 518-3998,True,New American,New American,1,pickup,False,True,False,25.7275933,-80.2426078,"3413 Main Hwy, Miami, FL 33133",Miami,FL,33133,US
