id,alias,name,image_url,is_closed,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
wbxKj8E3ucAvky6DuoQZ8g,chef-allens-farm-to-table-miami,Chef Allen's Farm to Table,https://s3-media0.fl.yelpcdn.com/bphoto/YyKF5ReVYjDkJWJxTbftHw/o.jpg,False,14,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.6,"{'latitude': 25.7869967159839, 'longitude': -80.1891533285379}",[],$$$,"{'address1': '263 NE 13th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['263 NE 13th St', 'Miami, FL 33132']}",,,10606.989207602252
rf9zxndiD2k4hXwBAtQMrQ,kpot-korean-bbq-and-hot-pot-miami-2,KPOT Korean BBQ & Hot Pot,https://s3-media0.fl.yelpcdn.com/bphoto/UQ65jDW_LSIGuMLEdEACYg/o.jpg,False,24,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",4.4,"{'latitude': 25.77196, 'longitude': -80.32905}","['delivery', 'pickup']",,"{'address1': '8255 W Flagler St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33144', 'country': 'US', 'state': 'FL', 'display_address': ['8255 W Flagler St', 'Miami, FL 33144']}",17866368137.0,(786) 636-8137,4624.134435770181
hZm7TunlrksQbgS0ssXbUg,versailles-miami-4,Versailles,https://s3-media0.fl.yelpcdn.com/bphoto/q_T1_ShhFe0CuPaNtvzLXQ/o.jpg,False,7023,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 25.765389817507295, 'longitude': -80.25287416592283}","['delivery', 'pickup']",$$,"{'address1': '3555 SW 8th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['3555 SW 8th St', 'Miami, FL 33135']}",13054440240.0,(305) 444-0240,3789.5569842271616
rylo63njAl-oKkvZHgGJbQ,frenchies-coral-gables,Frenchie's,https://s3-media0.fl.yelpcdn.com/bphoto/98tNa5q0up_lySpX_mQJLw/o.jpg,False,269,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 25.7477341, 'longitude': -80.2567556}",['delivery'],$$,"{'address1': '2618 Galiano St', 'address2': '', 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['2618 Galiano St', 'Coral Gables, FL 33134']}",13054424554.0,(305) 442-4554,3186.925738175723
QQnw1bFxLyamuxn4giIy9g,sufrat-mediterranean-grill-miami-4,Sufrat Mediterranean Grill,https://s3-media0.fl.yelpcdn.com/bphoto/Z5Q7D855uiOO8WKuDn-eGQ/o.jpg,False,154,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",4.5,"{'latitude': 25.82001, 'longitude': -80.335628}","['pickup', 'delivery']",$$,"{'address1': '8455 NW 53rd St', 'address2': 'Suite 106', 'address3': '', 'city': 'Miami', 'zip_code': '33166', 'country': 'US', 'state': 'FL', 'display_address': ['8455 NW 53rd St', 'Suite 106', 'Miami, FL 33166']}",13057987278.0,(305) 798-7278,8884.862194544405
4GKmQ1rynV5RUSiaHHenWQ,first-watch-miami-6,First Watch,https://s3-media0.fl.yelpcdn.com/bphoto/FGplZZ2oiPsrlkSl-IvwLA/o.jpg,False,515,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'tradamerican', 'title': 'American'}]",4.0,"{'latitude': 25.77831, 'longitude': -80.29053}",[],$$,"{'address1': '5799 NW 7th St', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33125', 'country': 'US', 'state': 'FL', 'display_address': ['5799 NW 7th St', 'Miami, FL 33125']}",17866055050.0,(786) 605-5050,2844.225718190066
oiFJpaLxJYO0WzSEhYWmJg,china-spot-miami-miami-2,China Spot Miami,https://s3-media0.fl.yelpcdn.com/bphoto/EW--orGRTd_blT9I8JaKAw/o.jpg,False,1,"[{'alias': 'chinese', 'title': 'Chinese'}]",5.0,"{'latitude': 25.79501109, 'longitude': -80.19422326}",[],,"{'address1': '1900 NE Miami Ct', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1900 NE Miami Ct', 'Miami, FL 33132']}",17865708743.0,(786) 570-8743,10500.965895559915
scZfLg-ujWMEOUmFM_Qalg,don-maguey-mexican-restaurant-miami,Don Maguey Mexican Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/emYsWIbH0iMFabrWd3lClQ/o.jpg,False,309,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.7,"{'latitude': 25.7717682877048, 'longitude': -80.27253760250089}",['pickup'],$$,"{'address1': '4747 W Flagler St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['4747 W Flagler St', 'Miami, FL 33134']}",17865585650.0,(786) 558-5650,2616.973588824916
nwY3CmIH75cN85cWBSaOAw,apocalypse-bbq-miami,Apocalypse BBQ,https://s3-media0.fl.yelpcdn.com/bphoto/dnWRHDwSOApEyxPoZZRFLA/o.jpg,False,1161,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'empanadas', 'title': 'Empanadas'}]",4.4,"{'latitude': 25.68797, 'longitude': -80.3936}",[],$$,"{'address1': '8695 SW 124th Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33183', 'country': 'US', 'state': 'FL', 'display_address': ['8695 SW 124th Ave', 'Miami, FL 33183']}",,,12797.71127183584
M8dlhbSz62XnqJ4mP64L4w,luca-osteria-coral-gables,Luca Osteria,https://s3-media0.fl.yelpcdn.com/bphoto/J-pEVNICssnR3P5ChSGmng/o.jpg,False,487,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 25.751177, 'longitude': -80.257179}",[],$$$,"{'address1': '116 Giralda Ave', 'address2': '', 'address3': None, 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['116 Giralda Ave', 'Coral Gables, FL 33134']}",13053815097.0,(305) 381-5097,3096.179336655455
JnWk31PtaDGD3JfO9eyVkw,impressions-miami,Impressions,https://s3-media0.fl.yelpcdn.com/bphoto/3YWL3sCTPiHpz7FqOB9aAA/o.jpg,False,12,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.6,"{'latitude': 25.7783409549632, 'longitude': -80.3094483911991}",[],,"{'address1': '711 NW 72nd Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['711 NW 72nd Ave', 'Miami, FL 33126']}",13052613800.0,(305) 261-3800,3555.120501416882
H2MNMjMwpBjkBMCc-Qo8zg,pierogi-one-miami,Pierogi One,https://s3-media0.fl.yelpcdn.com/bphoto/nq7f-rKBhlxVfgAWREvpTw/o.jpg,False,72,"[{'alias': 'polish', 'title': 'Polish'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.5,"{'latitude': 25.783782984924677, 'longitude': -80.18993477450881}",[],$$,"{'address1': '990 Biscayne Blvd', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['990 Biscayne Blvd', 'Miami, FL 33132']}",13053339201.0,(305) 333-9201,10410.544287576484
x5sblzcWHnYCks1IPTBbLg,fuku-coral-gables-2,Fuku,https://s3-media0.fl.yelpcdn.com/bphoto/6w9BpwoswlQM9AW45WAVrw/o.jpg,False,25,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.3,"{'latitude': 25.749963750771872, 'longitude': -80.2574527431209}","['delivery', 'pickup']",,"{'address1': '135 Miracle Mile', 'address2': '', 'address3': None, 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['135 Miracle Mile', 'Coral Gables, FL 33134']}",,,3080.96597159808
zUgXGynAq6_VptoNO50IhA,sparrow-italia-miami-4,Sparrow Italia,https://s3-media0.fl.yelpcdn.com/bphoto/ARvaw7p77Cs8PTjFw3J3Yw/o.jpg,False,198,"[{'alias': 'italian', 'title': 'Italian'}]",4.4,"{'latitude': 25.80089918437128, 'longitude': -80.20045189999999}",[],$$$,"{'address1': '255 NW 25th St', 'address2': 'Fl 1', 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['255 NW 25th St', 'Fl 1', 'Miami, FL 33127']}",17863225998.0,(786) 322-5998,10271.640964643851
LvBZDGRQMbZsddjnkMIGxg,jass-kitchen-miami,Jass Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/nANtFHBrp7u2rz5mQ8lpLQ/o.jpg,False,224,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.6,"{'latitude': 25.81768, 'longitude': -80.1918}","['delivery', 'pickup']",,"{'address1': '190 NE 46th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['190 NE 46th St', 'Miami, FL 33137']}",13056038748.0,(305) 603-8748,12029.05704507397
7SMed4wdXYwkaP287AKO7w,cactus-club-cafe-miami-2,Cactus Club Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/J5axGcxcoEqppel-gpMV9w/o.jpg,False,80,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.4,"{'latitude': 25.772287754385825, 'longitude': -80.18678452019599}",[],,"{'address1': '150-201 S Biscayne Blvd', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['150-201 S Biscayne Blvd', 'Miami, FL 33131']}",17542894981.0,(754) 289-4981,10369.30635899168
akNp_x88QaQLoIJiuz36gw,sauced-n-loadded-miami,Sauced ‘N Loadded,https://s3-media0.fl.yelpcdn.com/bphoto/rTKOU_2c3Oc14pxWINgtHw/o.jpg,False,2,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",5.0,"{'latitude': 25.7994082, 'longitude': -80.2536571}","['delivery', 'pickup']",,"{'address1': '3525 NW 25th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33142', 'country': 'US', 'state': 'FL', 'display_address': ['3525 NW 25th St', 'Miami, FL 33142']}",19172177485.0,(917) 217-7485,6219.8261697636735
SyVrRDKTGgVGNSNAbngxfw,glass-and-vine-miami,Glass & Vine,https://s3-media0.fl.yelpcdn.com/bphoto/tGNMu7uBLgOLFla_0-gWmA/o.jpg,False,1713,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.1,"{'latitude': 25.72667400000003, 'longitude': -80.24114929999999}","['delivery', 'pickup']",$$,"{'address1': '2820 McFarlane Rd', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['2820 McFarlane Rd', 'Miami, FL 33133']}",13052005268.0,(305) 200-5268,5525.104885749834
1eto1cFYJ2dNZfIsa6BMZQ,to-be-determined-miami,To Be Determined,https://s3-media0.fl.yelpcdn.com/bphoto/ClWooft3vYjuPn0ki8maKw/o.jpg,False,45,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.9,"{'latitude': 25.74932, 'longitude': -80.24653}",[],,"{'address1': '2240 SW 32nd Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33145', 'country': 'US', 'state': 'FL', 'display_address': ['2240 SW 32nd Ave', 'Miami, FL 33145']}",,,4173.599920671702
Kh3YwPBPkuykk-WTl-7vlQ,107-taste-miami-18,107 Taste,https://s3-media0.fl.yelpcdn.com/bphoto/fRq3IY-ffLiakel9uuyv9Q/o.jpg,False,257,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.6,"{'latitude': 25.75302, 'longitude': -80.26201}",[],$$,"{'address1': '357 Alcazar Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['357 Alcazar Ave', 'Miami, FL 33134']}",17864096951.0,(786) 409-6951,2611.8259096780107
rkfps2EBXywsxWwACpHVeQ,gordon-ramsay-hells-kitchen-miami-6,Gordon Ramsay Hell's Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/yAeWgEA-XRtCCEWy1u08VA/o.jpg,False,635,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 25.770932364168953, 'longitude': -80.18731559999999}","['delivery', 'pickup']",$$$,"{'address1': '333 Biscayne Blvd Way', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['333 Biscayne Blvd Way', 'Miami, FL 33131']}",17866880082.0,(786) 688-0082,10286.804360173604
gmDna9f57vWTlSrdrEuVEg,sanguich-miami,Sanguich,https://s3-media0.fl.yelpcdn.com/bphoto/GSYOfiVblSDf68U0wtDsEA/o.jpg,False,1494,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 25.76578005893393, 'longitude': -80.2285558}",['delivery'],$$,"{'address1': '2057 SW 8th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['2057 SW 8th St', 'Miami, FL 33135']}",13055390969.0,(305) 539-0969,6129.703156662285
MfkZSdJ0w4-SOLJiEyHU5A,kyu-miami-4,Kyu,https://s3-media0.fl.yelpcdn.com/bphoto/-auEVCckwETTmv3G18ngNA/o.jpg,False,2112,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.4,"{'latitude': 25.80089, 'longitude': -80.20017}","['delivery', 'pickup']",$$$,"{'address1': '251 NW 25th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['251 NW 25th St', 'Miami, FL 33127']}",17865770150.0,(786) 577-0150,10294.200789523684
jp8y_UlQW8KE0yAcJ1Jubg,the-fatty-crab-doral-2,The Fatty Crab,https://s3-media0.fl.yelpcdn.com/bphoto/5Wex_U5qaJE6_88WJ0Oarg/o.jpg,False,786,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.2,"{'latitude': 25.7932394, 'longitude': -80.3379343}","['delivery', 'restaurant_reservation']",$$,"{'address1': '2000 NW 87th Ave', 'address2': 'Ste 7', 'address3': None, 'city': 'Doral', 'zip_code': '33172', 'country': 'US', 'state': 'FL', 'display_address': ['2000 NW 87th Ave', 'Ste 7', 'Doral, FL 33172']}",17866185183.0,(786) 618-5183,6718.716350078568
Gv5X1-qLTGZbwoz829-Xxg,corona-beach-house-miami,Corona Beach House,https://s3-media0.fl.yelpcdn.com/bphoto/UJjsryAYihbOudXhAa5Tkw/o.jpg,False,904,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'salad', 'title': 'Salad'}]",4.1,"{'latitude': 25.79127077869221, 'longitude': -80.27358559755169}",[],$$,"{'address1': '2100 NW 42nd Ave', 'address2': '', 'address3': 'South Terminal, Gate J-11, Fl 2', 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['2100 NW 42nd Ave', 'South Terminal, Gate J-11, Fl 2', 'Miami, FL 33126']}",13058691427.0,(305) 869-1427,4513.285654807797
Blv0tBolGOlOINW6v1Sp-Q,levant-miami,Levant,https://s3-media0.fl.yelpcdn.com/bphoto/Y6RXnzOv2Tx7QRJWJvMRqQ/o.jpg,False,154,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'arabian', 'title': 'Arabic'}]",4.5,"{'latitude': 25.749015, 'longitude': -80.25830500000001}","['pickup', 'delivery']",,"{'address1': '2415 Ponce De Leon', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['2415 Ponce De Leon', 'Miami, FL 33134']}",17867622905.0,(786) 762-2905,3008.999985156649
mKpixD_BK7TfcdS_gyFRtw,tailwinds-bar-and-grill-miami,Tailwinds Restaurant & Bar,https://s3-media0.fl.yelpcdn.com/bphoto/FT_XZX9q9HadHGooTuoRjQ/o.jpg,False,1,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 25.78135, 'longitude': -80.26493}",[],,"{'address1': '950 NW LeJeune Rd', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['950 NW LeJeune Rd', 'Miami, FL 33126']}",13054469000.0,(305) 446-9000,3910.3578140580375
z1UW-zeI50bMEtGKFtrjmA,grails-miami-restaurant-and-sports-bar-miami,Grails Miami - Restaurant & Sports Bar,https://s3-media0.fl.yelpcdn.com/bphoto/Koq92J5vCTql30QT9hKniw/o.jpg,False,777,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.4,"{'latitude': 25.803184, 'longitude': -80.195219}","['delivery', 'pickup']",$$,"{'address1': '2800 N Miami Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['2800 N Miami Ave', 'Miami, FL 33127']}",17868704313.0,(786) 870-4313,10852.71572211731
EVGPTVYEU65_tvMEBRPIYg,good-chef-restaurant-miami,Good Chef Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/zFteDUEiE7biYUI7_AdSJg/o.jpg,False,772,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.7,"{'latitude': 25.767682, 'longitude': -80.368058}","['delivery', 'pickup']",$$,"{'address1': '113 S W 107th Ave', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33174', 'country': 'US', 'state': 'FL', 'display_address': ['113 S W 107th Ave', 'Miami, FL 33174']}",17867632008.0,(786) 763-2008,8182.141658104949
BvbTEtC1XGQ_QTJB5MQP8w,moshi-moshi-miami-4,Moshi Moshi,https://s3-media0.fl.yelpcdn.com/bphoto/vk-EMHNwWbNCN0b7xa673g/o.jpg,False,650,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.0,"{'latitude': 25.76106479853152, 'longitude': -80.2003642}","['pickup', 'delivery']",$$,"{'address1': '1700 SW 3rd Ave', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33129', 'country': 'US', 'state': 'FL', 'display_address': ['1700 SW 3rd Ave', 'Miami, FL 33129']}",18444666744.0,(844) 466-6744,8829.182078021786
